Accomodation_Type,Any_Relationships,From_Dummy,Household_ID,Resident_Count,Ownership_Type,QID,Census_Address,Census_Address_Postcode,Census_Address_Country,Census_Address_Indicator,Resident_Count_verify,Other_Address_Count,Other_Address_Count_verify
5,,0,h60664046746294232,1,-9,q2876728655355633,"Studio 19
West flat
New Leanneton",M0G 5ZG,168,380849954287,1,24,24
-3,,0,h76351313476841897,1,1,q3304472323053923,"Flat 0
Rhys path
Melissaview",EH4P 9HJ,656,538593538608,1,80,80
5,,0,h79003739927259359,1,-9,q8868880395571093,"655 Chelsea ville
East Elliot",BS7R 8AB,141,763163161309,1,34,34
7,,0,h44485391737857706,2,4,q9635296059805959,"885 Hart mountains
Lake Lynne",S2 8XS,439,72990087139,2,18,18
7,,0,h10071269220300964,2,5,q4488544060984552,"Flat 32m
Chambers inlet
South Timothy",E0 2LH,896,535797693257,2,50,50
-3,,0,h50512659637988818,2,2,q1790847044850682,"Studio 4
Kimberley corners
McDonaldville",L6H 6TG,362,930142361789,2,51,51
6,,0,h94936909160027267,1,-9,q7412832273979837,"955 Wood inlet
Bennettbury",G5B 4YY,620,20040527779,1,48,48
-3,,0,h90597611433735535,4,1,q2185466094034453,"Flat 0
Singh shoal
West Samuelside",BS2 0UR,497,323005820165,4,30,30
5,,0,h92469234790329198,2,3,q1786562615316321,"Flat 6
Richards loop
Roberttown",G6S 8QP,366,500581248323,2,35,35
2,,0,h12118378171781266,1,-9,q2157158602866423,"686 Iain track
West Lyndaburgh",RH46 9BF,122,273123075086,1,28,28
6,,0,h68748502999439609,4,-9,q1661094442341119,"Flat 13t
Julia squares
Normanview",N3C 5NG,656,950057524775,4,62,62
3,,0,h45978413989703141,2,1,q5416257302056895,"Studio 32G
Payne hollow
Lake Carlyview",JE8W 7QA,294,271105435809,2,51,51
2,,0,h93595583317392238,2,5,q1371380999350899,"43 Moore estates
North Fiona",E5K 2GG,432,597131781818,2,57,57
6,,0,h21882886580415963,3,5,q9060344864288353,"4 Martyn union
New Antony",HP1E 4JD,151,569513137441,3,91,91
2,,0,h46776137603799696,1,4,q1000136222474199,"264 Black inlet
West Geraldine",E8A 8HW,970,164606066118,1,38,38
6,,0,h30464404129639607,2,-7,q6963609835716698,"Flat 07
Palmer way
Vincentton",B75 7BU,984,732577028532,2,54,54
2,,0,h48731045114069142,2,-9,q5603222836118428,"Studio 0
Rebecca centers
Denisland",BD5 7ED,298,955950803024,2,70,70
-7,,0,h87560393138496982,1,-7,q3899796375376737,"Studio 70
Charlotte valleys
Hydeshire",N10 5EG,177,909992296975,1,15,15
7,,0,h90879002989041355,2,3,q4638391853696553,"Flat 41o
Geoffrey tunnel
Stanleystad",L7H 8ZD,887,777531712664,2,11,11
-7,,0,h81389485834635550,2,-7,q3107622001580985,"9 Sheppard dale
Birdville",B8 8HE,845,732009030791,2,15,15
1,,0,h24263732572982605,4,1,q9172328982183584,"Flat 25
Williams wells
Port Roy",OX4W 4NR,672,787448497847,4,47,47
7,,0,h66649702544559154,2,4,q2502445238965451,"Flat 0
Jean crest
Lesliefurt",CH95 0QJ,891,219033885406,2,70,70
-3,,0,h31413905993689689,4,1,q3818775837520231,"7 Bernard estates
Lake Amy",SM7 9ER,762,34665776338,4,50,50
3,,0,h41487495205090642,4,5,q8433199479266324,"Flat 78a
Moore gardens
Marianberg",M2 8HE,883,270786176721,4,70,70
6,,0,h73525393256025282,2,-7,q6195312793076461,"7 Chloe groves
Brownland",W89 2QR,315,31498479164,2,80,80
-3,,0,h88657313098700850,2,3,q7565832437159630,"76 Donald bridge
Wilsonhaven",M4 2AQ,363,247401270597,2,3,3
-9,,0,h34242612859611661,2,3,q6021891185382799,"Studio 43s
Johnson mountains
Nicolamouth",BT09 9JU,855,851556656493,2,54,54
-3,,0,h15153658329568155,1,2,q7989058019997980,"Flat 4
Morris ford
Boothville",NW18 4XY,291,844526292845,1,6,6
7,,0,h28428857149549539,2,4,q7345726638017126,"787 Mandy falls
Burnsmouth",IP3 4SE,286,554554746778,2,88,88
5,,0,h60517142555205295,2,4,q2580217616347195,"905 Rebecca flats
Jennifertown",CF3B 3PW,966,439337731705,2,15,15
3,,0,h43285276241328144,1,3,q7198445384910277,"080 Charlene square
Katymouth",HG4Y 8UX,560,339498248715,1,8,8
-9,,0,h44588410343339736,2,5,q6663635710550567,"Studio 5
Grant burgs
Cliffordshire",EH3P 8PX,249,485858109396,2,30,30
-3,,0,h44609365448540599,1,2,q6503745194683747,"Studio 83a
Conway branch
East Melissachester",DD90 5SL,677,198735736305,1,54,54
-7,,0,h18531907528030910,3,3,q6415394235644008,"9 Jamie squares
West Seanfort",M96 3PZ,349,870739098459,3,47,47
5,,0,h48866178984365371,2,-7,q3017523116671645,"1 Clark circle
East Tony",M9 1ZT,709,324478444294,2,48,48
-3,,0,h13162165817843193,2,1,q3477540245344471,"Flat 18
Patricia motorway
Walkerland",CR52 7HL,710,406070099714,2,86,86
1,,0,h74656118012602076,2,2,q9848727004396864,"Studio 77f
Wendy center
Lake Wayne",ZE43 5AN,811,861721799207,2,28,28
6,,0,h94325246483376429,2,3,q9207332105488888,"63 Alexander landing
Tomfort",W5 1ZB,704,124669717674,2,51,51
7,,0,h15317867810948924,2,-9,q1607745729415740,"Studio 02a
Khan fords
West Gavinmouth",L24 1LJ,641,4576159840,2,45,45
2,,0,h91332605632992367,2,4,q8458145383234112,"64 Charlotte drive
South Robinview",W2 2WU,457,999902048714,2,55,55
5,,0,h25981687245810292,2,1,q5431636203414306,"142 Gallagher street
Lake Stanleyview",YO36 4TJ,181,866815353505,2,21,21
6,,0,h68468783239519077,2,4,q5933529627907698,"Flat 59E
Allen place
Elizabethport",M7 5NX,462,959900152167,2,98,98
-9,,0,h57794590397902542,1,-9,q3875301985888373,"Studio 6
Keith spurs
East Lydiamouth",TS4 4AN,763,80994250647,1,88,88
4,,0,h56096759746100337,2,-7,q9648717850244990,"06 Turner court
Brianton",G22 8HS,296,425317524165,2,19,19
2,,0,h74214281029948317,2,-9,q9894689749697113,"Studio 26L
Mary island
Philliptown",PR0 1YX,495,987520349409,2,11,11
6,,0,h42012914679190451,2,4,q3312128024388564,"Flat 45d
Atkins oval
South Sarah",B5K 4GB,174,481797517166,2,96,96
4,,0,h23728199314447640,2,-9,q6046994393000302,"Studio 31
Brenda rest
Lake Danielleburgh",B81 0QH,258,271493524399,2,19,19
2,,0,h87431851051615828,2,-7,q1332868851551265,"Studio 5
Cook station
Russellmouth",L15 1HQ,844,512618273408,2,19,19
7,,0,h10613673079905315,1,1,q6922507375815605,"Studio 6
Frances springs
Paulineberg",L8F 7EP,907,84020979061,1,24,24
4,,0,h60941741517966591,5,-7,q8167515411143046,"Flat 6
Rice summit
Lake Joeburgh",BA82 7DL,653,742665734092,5,47,47
-9,,0,h18916038501699805,2,-7,q2313108142217004,"862 Mills island
Malcolmside",M87 0AA,354,437951313829,2,66,66
6,,0,h46394934568760904,5,3,q8692886671932370,"0 Nicholson dam
North Olivia",CW7 5LN,322,206170562935,5,79,79
6,,0,h59278038242695550,1,-7,q4843367462790048,"Flat 6
Charles bypass
Bryanside",N22 4JB,165,706031797164,1,35,35
-7,,0,h86249723867574852,2,5,q4657212105131403,"812 Lewis pass
West Gareth",W6S 7SL,200,692425151425,2,29,29
2,,0,h56135363723849369,3,1,q5830583586434108,"116 Jarvis stravenue
Turnerstad",HD4 1FG,251,841902176061,3,53,53
1,,0,h29232122675228898,2,4,q2135813894814491,"Studio 8
Phillips manor
North Marilyn",WC0H 8QY,327,158749251186,2,58,58
4,,0,h14347928401052968,2,1,q5020420426189110,"41 Khan valley
Lake Justinshire",B4D 0GD,687,261457658820,2,36,36
-7,,0,h96712063049632940,3,3,q5672129126103223,"3 Walters groves
Parrytown",TF93 8SZ,482,740921449048,3,70,70
1,,0,h30505784317409294,2,2,q1163657355201650,"13 Lorraine pike
Port Karl",E0T 9BD,150,734036703652,2,88,88
4,,0,h41061803097733078,2,5,q1880637266346925,"9 Declan square
Dixonborough",G9 5DB,244,238991871583,2,79,79
2,,0,h56250362791901387,2,-7,q1028088209406265,"Flat 1
Williams fields
North Kimberley",NN14 0WS,512,746493817879,2,9,9
4,,0,h16098912375519533,1,-9,q9087534203561069,"Studio 2
Wood flat
West Rosieshire",NP06 7HW,533,712532190339,1,78,78
-9,,0,h28152445630978901,5,4,q9710894845164942,"29 Leslie curve
Williamsburgh",PA4R 7PN,697,707042676404,5,84,84
-9,,0,h81547820837360275,2,3,q9249312889681856,"Studio 4
Dickinson parkway
Thomasmouth",S8 5QW,591,135999382292,2,32,32
-3,,0,h12864850810586531,5,3,q3517534514835149,"Flat 3
Brown place
West Danielle",M2 1JL,777,230568356049,5,89,89
3,,0,h89609041474800227,2,1,q6081250925704675,"409 Newton mews
Morrismouth",SO0 1FP,471,981957023805,2,54,54
-3,,0,h92448821938636778,4,1,q9076620676275752,"088 Rose turnpike
Jemmamouth",DH0 2EZ,343,749132973891,4,93,93
5,,0,h24568862256747220,1,3,q9539477146762351,"Flat 06
Rose junction
Emilyside",G1 2LN,943,141496652068,1,65,65
-9,,0,h90839760242073842,1,5,q8537896364001071,"Flat 3
Wilkinson street
West Jamesland",EH7X 4WA,257,362382446300,1,16,16
-7,,0,h98246245897069045,1,2,q5307013160108392,"9 Blake heights
Smithtown",TQ29 4EU,231,216908673013,1,79,79
-7,,0,h26230465017450171,1,4,q1377611598754675,"29 Liam gardens
Hardychester",G3 8FD,146,256341897988,1,58,58
6,,0,h34335667984162549,1,-9,q5421088905568837,"83 Jenna stream
Jodiehaven",G9J 3ZJ,165,91606835536,1,39,39
7,,0,h48948966558753598,1,1,q3531757944187016,"1 Wright ville
North Leslieside",L26 4LR,771,926525623960,1,73,73
6,,0,h26445555669303252,3,2,q9522229032446635,"Flat 00
Smart divide
Davisland",N34 1BD,218,836715754547,3,14,14
-7,,0,h99619628206697537,2,1,q6311152931724742,"6 Reece fort
Poolemouth",OL6 5YW,743,849544804336,2,10,10
1,,0,h19462374317296918,2,-7,q2711678383214192,"Studio 13d
Holden square
East Shannonview",N9S 6JR,477,284007650843,2,34,34
-3,,0,h27116388045808827,2,2,q3453938292228770,"343 Wright plain
Lake Dawnmouth",E26 1BN,852,969438424658,2,65,65
5,,0,h69002440993030295,3,-7,q5230397509333249,"Flat 01y
Taylor coves
Bethborough",RM1P 6BU,173,111294618081,3,93,93
-7,,0,h95734088482404325,2,3,q1851696119837537,"Flat 7
Adrian square
South Chloe",S1 7FE,862,317440574973,2,45,45
-7,,0,h78335288741145628,4,-7,q3159983294884551,"42 Williams locks
North Lesley",IM29 4JF,281,892961740335,4,26,26
6,,0,h84091981632210779,4,-9,q7986397102373571,"2 Buckley haven
Marcfort",E6 6YE,659,417555480733,4,34,34
1,,0,h29646966678017096,2,-9,q3394286233673106,"Studio 84
Harvey center
Mitchellville",SK55 6QB,601,567479100761,2,2,2
5,,0,h30763986861408940,2,5,q7271367541042961,"Flat 07R
June port
South Patrickport",S0 4BR,637,989597993538,2,84,84
-3,,0,h80569250969091040,3,1,q8491200541698952,"Studio 75r
Haynes islands
Lake Thomashaven",M1 3BP,988,119969884115,3,57,57
4,,0,h11039495730177426,1,1,q7057160773729060,"35 Norris fork
Lake Patrickton",G0U 0PY,495,690507138393,1,61,61
7,,0,h52391663520338117,3,-7,q9742202841408489,"6 Williams keys
East Toby",ZE5 4GT,588,585903689843,3,52,52
-7,,0,h20221392839827573,5,-7,q1565935016729440,"6 Dunn road
Wendyfurt",PO70 3BE,128,72315957972,5,75,75
6,,0,h51941494247817992,2,4,q3636737545048985,"695 Hollie land
East Julian",W0 6DY,283,201446065780,2,49,49
7,,0,h25988883768951627,5,1,q8602966652530383,"Studio 53
Graham drive
West Holly",DA6 0PJ,847,64685892140,5,34,34
5,,0,h10056473940125239,4,2,q5480874352615097,"42 Jodie plains
Lake Elizabeth",HG29 9GA,896,444894471419,4,35,35
5,,0,h23116356718845483,3,5,q3808369676874922,"Studio 6
Frederick springs
Nicolafurt",FK24 4HW,728,319420373334,3,72,72
-9,,0,h62559567390693598,5,-7,q7836032448470114,"638 Baker islands
Andreaport",N4C 7ZZ,292,61363573375,5,70,70
-7,,0,h31828070270357832,2,4,q5948072478531785,"59 Dawn manors
Kaymouth",G37 8UW,771,658677896051,2,27,27
1,,0,h27595330653524180,5,2,q1839769469590081,"Studio 94
Cooke plaza
New Craig",B79 9SR,598,764857548384,5,74,74
-9,,0,h38729442184544542,2,4,q1949981343051730,"Flat 28n
Lucy spring
Port Cherylhaven",NN6 9FU,750,45245384175,2,63,63
-7,,0,h95895131297650772,2,4,q7523941602385414,"Studio 25
Frank wall
Rogerton",PO3 9TJ,920,632745355384,2,77,77
6,,0,h96668708550460204,2,2,q6078041305593908,"Studio 82
Baldwin villages
Humphriesside",W49 6JS,590,23296281716,2,53,53
5,,0,h45199120837050394,2,4,q9398978150934670,"5 Bradley corners
Boothland",E84 2WX,354,19015685422,2,75,75
4,,0,h37173840531162540,2,-7,q7670014647996698,"Studio 36
Bethan hollow
West Francis",TW1H 6UY,962,136917534959,2,25,25
7,,0,h86848179093076258,2,5,q9992597262020084,"0 Stevenson drive
Fostertown",G38 6BL,511,788994485180,2,50,50
-7,,0,h24103320423177664,2,-7,q9713967074486762,"4 Ahmed inlet
O'Brienbury",G4S 6SR,175,546153065813,2,58,58
6,,0,h84798044810542537,3,4,q4133758735939433,"Flat 85H
Clark pines
Port Charlottehaven",E9K 3JD,949,346329923143,3,92,92
1,,0,h78586738479400177,2,3,q1518828571058140,"873 Sylvia village
Carolineview",B29 3YA,880,697443856130,2,5,5
6,,0,h71048396865541124,2,3,q9907419185190582,"Flat 74
Garry flat
East Pauline",HD3P 5JH,322,422207742448,2,53,53
-3,,0,h19501563095233437,1,1,q4595092798496851,"Flat 36
Turner cliff
Lake Donald",S3 0ZT,283,519055420800,1,88,88
4,,0,h27669031462816857,2,5,q8823309037692027,"76 Rosemary prairie
South Alexanderbury",WA4 3SJ,535,196443190259,2,85,85
4,,0,h99529979964113599,1,3,q2703078083897307,"Flat 22i
Flynn canyon
Smithstad",EN9Y 3SY,352,496004135047,1,29,29
-3,,0,h13534267138000170,2,1,q6918832964399931,"2 Yvonne mission
Port Allanmouth",SR6X 2BR,269,775325910922,2,97,97
-7,,0,h77084910363616159,5,1,q2204877350832257,"Studio 18
Leah pike
Gardnerborough",B28 6ZA,581,725133136539,5,49,49
4,,0,h25399544269007196,1,5,q6852181961917659,"Flat 71Y
Abigail ways
Bevanfurt",B8J 8QT,698,830839685390,1,72,72
2,,0,h85914589562225795,2,2,q1296433363625060,"5 Charlotte keys
East Lauren",M7 8XJ,370,962906548060,2,82,82
6,,0,h94762362277565764,3,5,q7116619543479797,"627 Mitchell street
East Carolineland",N2U 9XZ,552,356901571619,3,23,23
-3,,0,h72283696908884820,2,2,q5135803622699952,"Studio 88s
Harvey prairie
Port Natashafurt",B75 2TE,463,516288410149,2,89,89
-3,,0,h43970543809547900,1,3,q6981222019001200,"421 Davey stravenue
East Benfort",SA3 4HH,694,468063691705,1,21,21
-9,,0,h45898989172346298,1,1,q3635618591964741,"17 Heather ports
Bradshawport",EX77 2UY,289,936413424472,1,93,93
6,,0,h61381794029597129,2,-9,q4913235212666810,"907 Brenda fields
East William",G3A 6ZP,610,372606616234,2,37,37
2,,0,h52420801583033418,2,2,q4122347970432608,"Flat 10N
Miller path
Alexandrafort",ST9Y 0TG,160,786875669921,2,85,85
3,,0,h10484005903798718,2,2,q6715808741337655,"8 Dean trail
Jessicatown",E5 2GT,273,233372344077,2,34,34
1,,0,h62076912776211331,2,-9,q5974804346905773,"504 Bell heights
New Graceland",NG1 2UH,385,817347196711,2,41,41
7,,0,h55787312398157424,1,4,q5496969633148487,"803 Ronald throughway
East Adrianshire",E0 3WN,729,706366823930,1,75,75
-9,,0,h14718597685154282,1,-7,q7512147607205591,"0 Gerald burg
Jacquelinemouth",KT42 8WA,288,366634081844,1,72,72
-9,,0,h66136480757137483,1,2,q3286829546800312,"Flat 60
Griffiths mountain
Allenhaven",N9 1LR,461,40917037795,1,81,81
-3,,0,h69375490222895945,2,2,q7740143048000595,"205 Wade trail
Davidshire",DE0 7FF,194,307777199820,2,14,14
3,,0,h31369829539220547,1,1,q3086023526904659,"773 Maureen spurs
Port Reece",LD1 8ZF,790,170194315998,1,70,70
1,,0,h56923852623202729,1,3,q4034457939146546,"9 Maria ways
North Markborough",S3W 4JR,707,575147146975,1,60,60
-3,,0,h72229733361897848,2,-7,q2892680047750004,"Flat 16u
Butler ville
Port Jordan",OL7X 6TY,280,537103063373,2,23,23
-9,,0,h75910780937610557,2,3,q9209358572916408,"5 Robinson view
Coxmouth",N9K 8EU,444,960007428493,2,81,81
4,,0,h12312387436914821,3,-9,q3926655912290451,"442 Anne mews
Lake Glennton",B9 9QH,910,193326210354,3,49,49
7,,0,h86517220268982492,4,-9,q9967157096313283,"984 Coles park
Port Joe",W84 7XB,317,161725634736,4,14,14
4,,0,h18456853419052290,1,-9,q2893180085306877,"31 Declan ways
South Elliott",GL50 4WB,815,679745272156,1,76,76
-3,,0,h59208321546955535,5,-7,q8279770042387834,"Studio 9
Aimee meadows
North Rosie",G4 3AN,535,456226321493,5,5,5
-7,,0,h38923909788682270,3,1,q5636390697240106,"Flat 26g
Emma alley
Lake Marc",BA9Y 7DB,614,186902231709,3,11,11
-7,,0,h52062963945389996,2,-7,q7343679750592615,"Studio 94S
Pickering route
Pricemouth",PL6 4ZD,898,717468329369,2,17,17
4,,0,h90911273064553869,2,4,q6580666766534613,"0 Greenwood orchard
Oliverport",DH66 2BL,609,829864592600,2,45,45
2,,0,h40142417440389375,2,3,q7676251351288815,"Flat 03j
Scott plains
West Cameron",W55 1TS,218,876280706727,2,70,70
-9,,0,h44102463087956600,2,3,q8259671556370136,"0 Young streets
West Kathrynmouth",HP25 2JW,160,428765178643,2,75,75
6,,0,h97265422197542758,3,1,q5493891502464233,"Studio 67
Mohamed stream
North Tinamouth",LE6 1AW,808,808424229221,3,87,87
4,,0,h24863993463812905,1,2,q8599846607385997,"Flat 1
Brown throughway
Waltonbury",E71 9WN,167,854611850400,1,54,54
2,,0,h28383973126899981,1,5,q9168424045216188,"Studio 21b
Ward green
Turnerberg",WC5 0EG,750,496161249973,1,1,1
-9,,0,h15074895891291072,3,-9,q6978190447517170,"809 Johnston branch
South Jonathanburgh",CW6 5EJ,424,843945553720,3,10,10
7,,0,h76886966373558195,2,3,q9163707501531628,"396 Jones haven
Helenstad",B0T 8GP,856,821372592835,2,52,52
7,,0,h92202086823808131,3,-9,q6747110799143951,"Flat 20T
Carter greens
Hollybury",YO10 4SH,265,590937653705,3,10,10
-7,,0,h39297395366330534,2,4,q8669136709763067,"Flat 3
Parker point
Dayton",N5F 3DY,128,359416505201,2,32,32
5,,0,h55894301231155745,2,1,q4008541866727403,"975 Foster circles
Lake Denise",PL4 1TX,176,216021797676,2,97,97
7,,0,h74752554841078413,1,-9,q9203736440098085,"Studio 27
Jones locks
South Stephaniefort",W70 5FF,437,863194663444,1,79,79
7,,0,h17455447047745819,3,5,q2222709317198185,"605 Brian locks
East Rachaelstad",N8G 9DR,400,42093540198,3,21,21
1,,0,h25810133726482449,5,5,q7237101073445930,"437 Cameron union
Lake Yvonnefurt",N67 2DH,665,85561001890,5,34,34
5,,0,h93190608195512323,3,3,q2785702372839617,"21 Holly way
East Marilynhaven",NG4 8PA,505,170577185400,3,22,22
-9,,0,h13522818349526482,1,-7,q2899037460350371,"12 Rosie highway
West Howard",E73 9NQ,846,639679326629,1,57,57
-3,,0,h37212391168537746,1,1,q5188046449802388,"Flat 1
Dennis cape
Williamsbury",N55 9DE,549,62141773554,1,2,2
5,,0,h58232488743553018,2,5,q5356409041173624,"2 Eric coves
North Kim",HG5 8RL,811,743442411948,2,53,53
1,,0,h39018124974071251,2,5,q5721975867028826,"Studio 65
Williams path
Port Alison",M3 0EL,950,887400726670,2,48,48
2,,0,h56383282716873186,1,1,q7322656214853582,"0 Baker street
Joemouth",BD32 7GR,229,712751894903,1,77,77
5,,0,h88686100475871025,2,4,q5872184904612597,"6 Stacey burgs
Sarahfort",L03 6QB,926,560741949227,2,41,41
1,,0,h75661044706085347,2,1,q4478643814984982,"652 Nigel trail
Melaniechester",BA4H 2GR,372,359298168654,2,43,43
7,,0,h47935755572528475,5,5,q4729716185081730,"959 Mandy valleys
Henryborough",N0 5WE,438,92338491100,5,11,11
6,,0,h53869045775612478,2,3,q5287659536326965,"Flat 27
Hutchinson mountains
Deanburgh",WF4 1TL,914,568806471963,2,55,55
4,,0,h53519130662235436,2,-7,q2845461561024073,"497 Sanders view
Lake Leonard",DY68 4DD,277,332822057351,2,47,47
5,,0,h34353525163721485,1,2,q8216772835613468,"4 Marian cape
Lawrenceside",G0 9BF,721,722084583304,1,95,95
-9,,0,h20564498401688310,1,4,q5990920219609933,"275 Benjamin lakes
Dianatown",WA8P 6RG,801,965364731407,1,90,90
2,,0,h46865897005317399,5,3,q7665383936432770,"495 Iqbal street
East Josh",SN3 6RB,487,732471798913,5,72,72
-3,,0,h24698255991919622,1,5,q2866589080103533,"7 Hugh locks
East Thomas",HS2A 1YQ,255,449940609116,1,23,23
2,,0,h38372381965559205,4,3,q2311529827838701,"Flat 46
Browne ville
Grahamport",S25 4YB,958,287231421404,4,80,80
-3,,0,h41434506744942341,1,4,q7044393858481157,"6 Alan keys
East Jennafurt",UB0V 5XG,546,346114713005,1,84,84
6,,0,h43970612941033623,2,-7,q8390039090362574,"124 Benjamin street
New Elizabeth",CM1E 8JE,293,827615018944,2,1,1
3,,0,h32176148456299561,3,4,q5894825747533200,"Studio 47
Kathryn ports
Dawsonside",S64 7QG,711,596222284197,3,96,96
5,,0,h11586045816546691,1,1,q7828609812081337,"9 Carl extensions
Alexmouth",UB04 6QZ,826,356846091188,1,72,72
2,,0,h27604567595170384,2,3,q1825311949384605,"Flat 34u
Kimberley fields
Websterton",L24 8WS,110,417849108464,2,31,31
1,,0,h18742710667389146,2,-7,q8820153395688674,"4 Clive glen
South Charlotteview",WV1 1PH,192,516834568755,2,26,26
-3,,0,h85667523953691168,1,-9,q4908087551970060,"9 Daniel mission
New Garryport",G2D 1YG,334,673770482892,1,43,43
5,,0,h86685912822954187,2,2,q9251404266323914,"34 Fletcher isle
Port Juliechester",SG0P 0JH,533,13943497809,2,87,87
1,,0,h19268943909261918,3,1,q7601270973273001,"5 Davidson lake
North Amy",W6 9WW,431,792906609331,3,91,91
-9,,0,h57828824280205074,3,1,q3358388921077260,"Studio 6
Andrea shoal
Leachton",E16 1BD,185,495352799617,3,66,66
3,,0,h77752754559072971,4,1,q5501125279853139,"02 Maria keys
New Lynnetown",E5 4AG,600,908820942799,4,35,35
-3,,0,h27541861490153993,2,-9,q5166572613315366,"Flat 30
Davies meadows
Bowenburgh",S3 9AW,521,786232965150,2,18,18
5,,0,h72882893238529544,1,1,q5751789811406417,"Flat 9
Katy extension
Wongfurt",UB39 7LB,584,446992484222,1,98,98
-3,,0,h95827108046121397,4,2,q5280334924701423,"83 Damian place
Lake Susan",N6 6XH,581,14764438473,4,46,46
-9,,0,h62276334039365721,1,1,q6294483201757287,"Studio 63n
Robert stravenue
Port Trevorville",W0W 0QX,973,663235426290,1,11,11
3,,0,h88180413807661753,2,4,q6000938924128371,"462 Wilson highway
West Stephenberg",DD99 6SZ,636,924656977980,2,32,32
-7,,0,h53609288514357058,2,-7,q2314471088634206,"33 White parkway
North Thomas",EH4M 0BU,906,336278395918,2,0,0
-7,,0,h68570860582548835,3,2,q2687819495407831,"Flat 27
Berry extension
Jennaborough",B71 9DT,713,725179969478,3,51,51
5,,0,h71892498008610589,2,2,q5804860054090483,"Flat 98i
Mathew coves
East Eric",PA86 2RW,556,71100791794,2,24,24
-7,,0,h35733911950117525,3,5,q9552516579734316,"Flat 9
Walters streets
Alisonstad",G0W 4RY,924,152699312564,3,98,98
7,,0,h12023025707367517,2,-7,q7201784512543214,"Studio 94r
Smith knoll
Port Antonymouth",M5H 9AB,885,719023261057,2,8,8
5,,0,h73648867989065887,2,-9,q9556305658559828,"0 Taylor station
Lake Hayley",HS35 8GB,364,153570162879,2,5,5
4,,0,h79071380598730176,1,-9,q8922365481374361,"95 Kenneth valley
Lambburgh",G39 0WH,854,552902632630,1,55,55
-3,,0,h20485351911010447,2,4,q1685662840418103,"Studio 46
Jackson square
West Tina",M7 0FQ,216,944882520889,2,16,16
-3,,0,h20674825659263546,2,5,q8053967091239314,"02 Williams rapids
Jemmaburgh",N1B 8RR,721,831773497798,2,12,12
6,,0,h83744157111764863,2,-7,q7685302559380972,"Flat 93
Hill mews
East Zoetown",DA4 8QX,719,598729935818,2,35,35
5,,0,h19091425880458059,2,-9,q2312544574182149,"Studio 4
Wood run
East Williamburgh",TR0 9DY,425,319275577639,2,71,71
5,,0,h96294609434636595,4,2,q4114851339335217,"392 Taylor road
East Yvonneburgh",B3A 9GX,868,430260878643,4,93,93
-3,,0,h67193560881593719,4,1,q8519604246980236,"4 Kelly stream
New Teresa",DT13 3TE,586,42365093056,4,20,20
1,,0,h60967172755548203,2,-7,q1021328539296753,"464 Robert alley
Hayleytown",B2K 4BS,258,820104909154,2,12,12
2,,0,h40664700340394258,3,3,q8355894771003217,"71 Mandy ferry
Port Julian",WC6A 9RP,158,535352293020,3,70,70
-3,,0,h77502004500669175,3,5,q2317417952732582,"Studio 81
Michelle view
South Naomi",E08 0YL,952,321786866621,3,15,15
-7,,0,h65093645848360658,1,3,q9532572631164353,"Studio 98
Leach union
Port Oliverport",N0K 4ZX,509,810954989016,1,80,80
4,,0,h39321169478453419,2,-9,q6237474664302579,"300 Smith loaf
Jonestown",SY3 1DD,323,580140018395,2,32,32
6,,0,h63799406116003533,3,5,q7377091218872061,"Studio 5
Sylvia road
Susantown",WV98 7HD,820,441502745422,3,15,15
7,,0,h19050106180697310,2,-7,q2983818322124960,"Flat 8
Joanna rest
Ronaldview",WS76 5TP,567,694880324442,2,87,87
6,,0,h14625887319657823,4,4,q3772827400866516,"4 Taylor highway
South Gilliantown",DG4 0ZQ,732,612861023251,4,43,43
7,,0,h78113437937325989,1,2,q8304572824733384,"Flat 64p
Debra ridges
Jonesmouth",N93 6LD,506,919414302680,1,29,29
6,,0,h50339291175159257,4,-7,q1135090420035346,"02 Martin valley
Lake Margaretburgh",EH73 6SP,705,563485553203,4,61,61
-9,,0,h62148697736516881,1,4,q7331480481403285,"544 Victor summit
Phillipsberg",W49 7LN,256,976629930239,1,4,4
4,,0,h66267157360048991,3,3,q9161095439443308,"Studio 0
Shirley islands
South Geraldinehaven",S42 2YZ,874,424577287090,3,39,39
3,,0,h95975011560150289,2,4,q7434297153543133,"Flat 09e
Alan shore
Jillview",WR7 7AJ,875,177386415659,2,55,55
1,,0,h64971659591200868,2,5,q4631161065082070,"30 Ross tunnel
Martynport",NW4 5EG,230,512691203437,2,24,24
2,,0,h80296992275688581,3,3,q2775375839087989,"65 Gemma terrace
Lake Graeme",B6H 3RU,189,839606623322,3,4,4
3,,0,h10611080026395124,3,3,q1021811961408934,"Flat 16b
Sam motorway
Phillipsville",N7 9RX,341,119654095911,3,98,98
1,,0,h63449340830161562,1,5,q6592265250208292,"Flat 45U
Luke spur
Shirleyfurt",M1G 9QY,818,479666509233,1,86,86
-9,,0,h99563233577813996,3,5,q7098553449937778,"647 Mistry ports
Abbieberg",YO8P 9GQ,475,259729142217,3,11,11
-7,,0,h40811136619815929,2,-9,q4469279135841106,"Studio 18c
Henderson islands
Gerardside",CF81 4DZ,918,901663592015,2,38,38
-7,,0,h63625392064020369,2,5,q6793611837112806,"Studio 79
Gary islands
West Graeme",G4B 5TL,840,986979638561,2,4,4
