Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_Address,Household_Address_Postcode,Household_ID,Household_OA,Household_UPRN,Number_Of_Usual_Residents,Ownership_Type
5,,0,"8 Winter street, Suttonville",L1B 4DU,19734309951570381,E00153628,952799110082,5,3
-3,,0,"Flat 5
Gemma square, East Suzanneview",B66 0BU,15720728953004663,E00135449,758675330417,5,5
5,,0,"339 Carolyn harbor, Pamelastad",NG4B 8PF,60935047234101591,E00171442,301598805011,5,1
-9,,0,"3 Michelle point, Lake Janice",N40 5PU,66299627685884438,E00141274,824690179192,3,4
-3,,0,"Flat 74S
Frank harbors, Port Alice",PE0H 7BP,61202047278226316,E00141222,220874520016,5,3
3,,0,"38 Griffiths canyon, Lake Adrianberg",L07 4DZ,54500730826361877,E00037165,713629536803,2,-7
1,,0,"4 Daniels fords, South Rossborough",G24 1FG,82532300371562707,E00142049,30806772555,3,4
6,,0,"7 Geraldine underpass, Gailton",DE7W 0RA,40214276311219292,E00135824,511363829901,2,4
5,,0,"1 Nash lane, North Jayneborough",CH7 2ZE,63445108257805151,E00152598,920515773702,4,2
-9,,0,"697 Dylan coves, Colemanton",TF9Y 1NW,34735331918150521,E00164488,470092191794,1,3
6,,0,"Studio 58H
Davey road, New Teresachester",S3 3QG,90036781575253849,E00152655,818094622720,4,-7
6,,0,"Studio 61z
Lloyd keys, Lake Sally",G1T 0TT,88126270591811919,E00165515,47035466795,4,5
-7,,0,"Flat 7
Anna island, Samanthaland",L2C 8HP,43856391346040799,E00171439,402636416633,2,4
-9,,0,"Studio 3
Rosie square, North Margaretmouth",B9H 9TY,85343569663642743,E00164481,566854247350,1,3
6,,0,"297 Wheeler route, North Graeme",-9,89583303310593543,E00119832,97556580564,2,-9
7,,0,"682 Smith camp, Marytown",DT8 7RA,44323222418091001,E00135609,588331981405,1,-9
-9,,0,"Flat 85
Lee trafficway, West Saraport",DD3E 5PP,90741232813364065,E00153477,833496244390,2,1
5,,0,"Studio 8
James fort, South Dylan",LN49 5SH,80088143003035586,E00152524,203629293851,2,2
7,,0,"Studio 68
Shaw landing, South Robin",KW4V 7PG,63164044075534400,E00164003,438160377727,2,1
5,,0,"7 Read cape, East Elizabeth",M9 5GE,97662926456075121,E00119865,142894205717,5,3
-7,,0,"Flat 0
Damien road, Hughesbury",LA4 5PW,59117598919031221,E00173929,325850766843,1,-9
4,,0,"16 Dennis streets, Leonardside",FY9Y 2EJ,13549488220057474,E00037305,464142460401,2,5
4,,0,"9 Wendy flats, Hayesstad",B2C 9BQ,32728738500601723,E00164003,613313576534,2,5
7,,0,"Studio 9
Warren motorway, East Lynnborough",N8K 9NH,38928870911285318,E00119871,102871066701,3,4
1,,0,"98 Kathleen ramp, West Douglaschester",Bf 7RW,69698658071629727,E00141225,970514502216,5,2
-7,,0,"Flat 54
Martin street, Christianton",WA3 1PX,28883452716867336,E00120066,906105296038,2,4
-7,,0,"130 Roger fields, Lake Catherine",YO0N 2QS,62555246895024683,E00164619,911192525566,1,-7
7,,0,"Studio 41
Dean cove, Cliffordchester",ME0V 1HR,77905492842251740,E00119839,713965254702,1,1
2,,0,"8 June meadows, Leslietown",G44X8UQ,24653144363361281,E00153677,928594086328,2,1
-7,,0,"Studio 80
Elaine orchard, Port Adam",-9,44253740398394946,E00119888,448580626064,2,4
5,,0,"0 Emma key, North Mohamedport",PH2R 8SE,25626974913533111,E00164560,920935253783,4,-7
6,,0,"Studio 3
Hughes islands, Jemmamouth",N1 0PT,11667018030530553,E00037402,199217861372,1,3
4,,0,"398 Gary hollow, East Eric",LU7 5DR,41800885555699354,E00135855,210740253872,2,5
2,,0,"41 Abbie extension, West Sylviaview",W44 5DF,56267201471501343,E00037395,986508253386,2,3
5,,0,"Studio 63o
Young isle, South Francis",SA1M 4NE,45932299215941983,E00153431,398885832075,1,4
4,,0,"9 Sian shores, Josephview",KW39 7ES,43913680981923814,E00135844,403751643475,1,5
1,,0,"Studio 34A
Burrows knoll, Burnsfort",EH4P 9NP,78915055875789566,E00174272,848682982848,5,4
4,,0,"Flat 5
Jeffrey branch, Bennettborough",W8 9PY,91758550204470538,E00152634,147238427884,2,1
-3,,0,"Flat 51
Hayes dam, Shawburgh",E1 7XL,80443336526749198,E00153677,442380970328,2,5
1,,0,"38 Jenkins alley, ConnKrview",N37 5DJ,25536736668884054,E00165662,845142300350,2,3
-3,,0,"1 Denis fords, South Marcus",HU0 0XD,82033639299913153,E00164066,170195380709,4,4
6,,0,"Flat 8
Shannon spring, Brendaberg",G4 2BH,52843264635917952,E00120067,514825173631,2,-9
5,,0,"44 Nicola mill, Lake Edward",E0 1HN,28219474225993069,E00135804,675034790073,1,-7
7,,0,"Studio 1
Brett place, Annastad",S3T 6XA,15455180371866448,E00119913,497263584646,5,1
5,,0,"Flat 8
Blake manors, Ryanmouth",N41 8GS,24364394966278790,E00141259,310406754125,2,-7
4,,0,"092 Gillian stream, Kathrynshire",SO9 4BU,14572508904070873,E00135719,391323689429,5,2
1,,0,"96 Parker garden, North Amy",M5 1NE,39415741644978288,E00171589,289643579920,2,-9
3,,0,"Studio 30B
Julia mountains, Port Kirsty",W7 0AY,29604706987992098,E00164058,139154600712,5,5
4,,0,"6 Harrison underpass, Ballhaven",SA0B 4FW,65153814427610169,E00135823,914623785273,1,-9
-9,,0,"Studio 6
Clarke circle, Anneton",NR8 6JL,84455936556343283,E00037142,821619840844,1,3
5,,0,"Studio 62V
Chambers dam, Bradleyburgh",RH5 1BR,92607259311151447,E00165345,949237505193,1,-9
7,,0,"Flat 69
Pamela village, Wilsonburgh",HD16 6PN,29761380946862687,E00037193,185930196893,2,2
6,,0,"597 Brenda canyon, Westonberg",AL1 5HN,34342042667816963,E00153578,474579789476,2,3
1,,0,"46 Jack stravenue, West Fredericktown",TR3 4JW,62972879464642837,E00153566,301823853788,2,2
7,,0,"Studio 2
Arnold junction, North David",WN2R 1UQ,75135216718800903,E00152655,960970933094,2,4
1,,0,"98 Saunders crest, Lake Paulaville",NG4B 1BA,68957761561521584,E00141211,146652755581,2,1
-9,,0,"Flat 24
Peter pines, Joneston",E1F 6QX,55226360753522125,E00037388,366485307901,2,5
4,,0,"Flat 49
Potts shoal, North Meganland",SS3N 8BH,40587614870395803,E00135800,575114783793,1,5
5,,0,"0 Clayton lakes, West Rita",PR34 7EQ,99495792211966093,E00165566,34663594762,3,5
-7,,0,"167 Damian divide, North Beth",E2S 2LQ,24797605528461180,E00165403,595798384052,1,1
-9,,0,"Flat 77
Jean unions, Lake Juliaburgh",FY0 9JL,86574586879979945,E00141258,411854984767,2,4
7,,0,"Flat 15
Sophie station, Turnerbury",TA62 9NY,66247306378962770,E00037151,159264028091,2,4
-9,,0,"691 Archer ports, South Ryanbury",E3E 7WL,50770333280296806,E00135856,476554044780,1,-9
1,,0,"18 Miah street, Ellisburgh",RH89 6QU,14587119719646344,E00153421,772264060362,2,3
-3,,0,"10 Reeves pass, Bethanyville",KW3X 3ET,84028316568376604,E00120007,930929890486,2,2
6,,0,"Studio 9
Wall course, North Catherinehaven",W5S 5GE,63628640305315452,E00119931,90867427850,4,-7
4,,0,"03 Barrett loaf, East Naomi",N7 9GW,50151417909444961,E00165522,974291812114,2,-9
1,,0,"Flat 23
Richardson curve, Griffithsborough",LS4B 0WD,86455300536476790,E00142033,775466901830,2,-9
1,,0,"Flat 85O
Diane springs, Thompsonmouth",W1 8TN,17346670269075691,E00135578,817795891292,5,3
7,,0,"Studio 89X
Kay forest, Lake Allan",CM9H 1UF,45554428485498698,E00153429,685579744682,1,-7
-3,,0,"Flat 6
Rachel river, Hillfort",SR0E 3ST,74227185847120177,E00170119,152885969238,2,-9
-7,,0,"944 Bernard falls, Ashleyfurt",CW2P 8BF,47159162725210543,E00141217,298086862045,3,5
6,,0,"Studio 32A
Thomas walks, New Frances",DA90 4ZT,81023264054683858,E00119897,154066842853,1,5
-9,,0,"Flat 6
Williams vista, Smithtown",W3J 6LT,42932611627134947,E00135534,76408276377,5,4
-9,,0,-9,L2U 1FD,80746510426919806,E00135795,400700433282,2,5
4,,0,"98 Jones lakes, Masonberg",WK0 5BW,53458995296843603,E00119965,192835586111,5,2
3,,0,"Flat 35I
Tina park, West Ricky",BT9 2GP,93691820281478334,E00165625,746687880674,2,3
4,,0,"10 Dawson oval, New Damianhaven",G0 1NP,93757208840484376,E00037292,880109217024,2,3
2,,0,"02 Brown groves, Port Fiona",E5 9RR,17992145443723517,E00142222,292432902836,2,5
5,,0,"Studio 58J
Henry avenue, Leonburgh",TR8P 4BH,65411192146537877,E00135539,458223737735,2,-7
2,,0,"Flat 19L
Deborah brook, Port Fionaview",N50 6GE,23996260808043046,E00153569,48353781624,1,-9
5,,0,"Flat 1
Debra unions, East Kate",G16 5XR,45622807040434194,E00119822,12769311964,1,5
-3,,0,"Flat 9
Hall coves, Pfrt Dianaport",NW8W 3EU,40290470092899452,E00037243,89110675734,1,-9
6,,0,"Flat 21h
Bryan extensions, South Katyfort",L6B 1XL,17785646945515974,E00153399,884446223088,3,-7
4,,0,"Flat 75i
Wendy path, Natashamouth",RH4 1DD,25408561072290291,E00120179,3662768302,1,2
6,,0,"Flat 4
Peter neck, Gordonland",NR18 8RW,24395291247940274,E00165417,38602042129,2,3
2,,0,"Flat 79
Anna crossroad, Fosterberg",ST9 3WL,40333520857420779,E00153679,545019402116,1,5
1,,0,"Flat 33
Lane falls, New Paige",G5K 6HA,40110943555458254,E00164120,726592537955,3,5
5,,0,"9 Wendy light, Christianport",B1 4AY,65736774054033147,E00037196,258778567660,1,2
5,,0,"Studio 79d
Rosemary club, West Rachael",ML4W 6NL,53963869518648356,E00164419,305487113173,3,2
-9,,0,"07 Elliot camp, Mossville",W4S 1NU,75681080085832182,E00135463,606706129654,2,3
-7,,0,"2 Colin coves, South Lynn",AL6W 9ST,43566084812826713,E00119880,258206267889,4,4
2,,0,"Flat 28p
Joshua common, South Janeport",SY0N 6AX,52379222064089865,E00135723,258544466392,1,5
6,,0,"Studio 25
Andrew summit, Watsonland",IG81 9FE,89842102883137399,E00165389,206358845077,1,4
3,,0,"Studio 9
Kelly rest, Rogersport",G0 4DL,19951577042139085,E00119889,527916582890,4,3
2,,0,"200 Kirsty ports, New Seanchester",M98 9BG,30603902458802423,E00037252,699923170785,2,-7
4,,0,"Studio 6
Debra fords, East Deborahview",SS8X 4HS,27865424361746635,E00037248,266478513720,2,4
-9,,0,"Studio 11X
Barbara ports, North Maria",E8 4SZ,86377359182987789,E00164038,543678127323,5,3
7,,0,"0 Ryan harbor, Port Lindseymouth",B12 0NH,11753913222625320,E00142274,812708843521,1,3
-7,,0,"Flat 22N
Dominic mountain, East Alexmouth",S48 8FE,30706932862286478,E00135598,31127406760,1,4
-7,,0,"Studio 69
Kirsty roads, South Jessicafurt",N3 9NW,11213894718595003,E00163949,724974323124,1,3
-7,,0,"22 Rees valleys, Jacobbury",B4A 7QY,68468557414524317,E00135475,33783452522,2,5
-3,,0,"Flat 69
Sylvia bypass, Fullerhaven",E27 0TS,28233502814229395,E00165403,88536512626,1,5
-9,,0,"Flat 9
Collins brook, Hopkinshaven",TN3X 9QT,25561594855313407,E00152606,283963653186,2,-7
1,,0,"1 Barbara estate, Bondbury",B4 6XR,15981935311353378,E00164527,407371446872,1,4
1,,0,"Flat 9
Kirsty causeway, Stevenmouth",PE3 7FY,15026204576287665,E00142126,75822805128,2,2
7,,0,"218 Graham spur, Robinsonmouth",L1T 2FJ,27664128434454053,E00135439,706628922029,2,-9
5,,0,"Flat 0
Brenda green, West Jeffreyland",G0 7WN,76331030379102951,E00165647,95497668397,1,-9
-9,,0,"584 Nicole garden, Helenfort",E87 0NS,92095170528837406,E00135543,54400356431,1,1
5,,0,"475 Rhys gateway, New Katherinetown",S21 8GN,88145564664832357,E00152617,324480829668,3,2
1,,0,"Studio 84Z
Emma crescent, New Kellytown",B55 0WR,38206275548233456,E00165471,32759068834,1,-7
3,,0,"2 Vanessa centers, Elliottmouth",BA51 9UF,75362801476359803,E00135525,101466744141,3,5
6,,0,-9,DA6W 4NR,65093250273248407,E00163996,701475825139,4,-9
4,,0,"Flat 91
Harrison land, New Neilstad",HD1A 5SH,77184218679299710,E00141253,890328804918,2,4
1,,0,"6 Brown grove, Readport",N2 2BY,92072192539424139,E00135496,735463829266,5,1
7,,0,"Flat 39
May walks, East Kierantown",S0 2BX,75255405472025594,E00164621,545767348735,1,4
1,,0,"33 Lee crescent, Sarahmouth",B2H 7ZP,72816100948154759,E00165358,304052220928,1,-7
-3,,0,"Flat 1
Frances light, Howellberg",DL63 7WA,44733406616170160,E00119801,15136777543,2,2
2,,0,"430 Thomas spurs, North Howardhaven",NP5 6NN,24962910999220213,E00037132,613317479189,2,3
6,,0,"55 Chapman fort, West Carolyn",M77 7JG,51635427574013330,E00142029,530154381819,2,3
7,,0,"Flat 86
Ian village, Suithstad",M6S 7LN,16973683315281708,E00165502,279603130602,2,4
1,,0,"317 Nicole rapids, East Stephenhaven",L1H 2QD,94348143116923401,E00135780,934127673734,5,4
7,,0,"Flat 28F
Taylor mount, North Frank",S5 7WN,24555543039518075,E00172218,81438462265,1,5
1,,0,"Studio 91l
Stephen manors, Millertown",HD14 3WY,98505169012840343,E00152593,123230423263,1,-7
4,,0,"111 Shirley springs, West Denis",L1 4SJ,72444986412361872,E00165735,728867531849,3,3
3,,0,"73 Harrison ridge, Shepherdport",G7 7UW,58674182324525786,E00165611,309810868173,1,-7
1,,0,"Studio 8
Kirsty green, North Christineview",LD8 8LG,83404553309629735,E00164524,924312115861,4,3
1,,0,"299 Williams canyon, Charlesland",B70 8TP,55366472138541142,E00120054,802411540730,1,4
7,,0,"725 Lesley streets, New Allanburgh",N7m 6EX,57086119850278625,E00119842,859702783435,2,5
5,,0,"499 Rosemary streets, New Abigail",FK5R 4WD,79706049931572791,E00164111,514894664363,1,2
2,,0,"Studio 50
Hardy alley, New Graeme",B9E 1SB,78686270150928239,E00119910,501885196638,2,5
-9,,0,"Studio 69
Kennedy station, Thomasborough",B5A 9AE,60043388953187194,E00119950,380677544264,2,-7
3,,0,"Studio 42i
Wood ville, Lake Scottland",L8W 9WH,13830074305219728,E00170112,210459729680,3,3
5,,0,-9,G3 9RU,11340561764639869,E00165437,610599764835,2,-9
1,,0,"651 Fisher terrace, South Francesca",M23 0YF,59447645784844941,E00135755,33702119539,2,2
5,,0,"5 Shaw fork, West Olivia",E42 9SA,34131803418771898,E00153410,678648951825,1,5
3,,0,"Studio 59
Abbott ranch, West Nigelville",-9,20689666956630139,E00119898,132271681039,2,2
1,,0,"4 Elliott mills, East Mathewmouth",L5D 8NR,52782286070429822,E00165428,254257393445,2,3
-9,,0,"00 Reed common, Lake Jeremyfurt",HR6N 9ZH,99605136363323669,E00120058,551840441035,1,4
-3,,0,"6 Kelly expressway, Elliottberg",FY6A 2AH,20859513377324851,E00141266,783905758007,1,-9
3,,0,"79 Lamb throughway, North Fionafort",E3G 1XP,38684495186243656,E00135824,419528801733,2,-9
6,,0,"529 Rhys land, Hendersonfurt",G0 8AT,30445066617661526,E00135448,654661580269,2,-7
7,,0,"92 Gardner light, Paulshire",KW7M 2RG,84810886587606888,E00165653,585240423914,4,2
2,,0,"Flat 1
Hutchinson greens, Bishopmouth",SY2H 5AN,91346708873774472,E00141203,103439035443,1,5
2,,0,"66 Finch rue, Lake Bruce",NG4A 2HT,50252254936754214,E00171596,598076335381,4,-7
7,,0,"70 Sian causeway, Mandyburgh",EH9Y 0SQ,49869402929985069,E00120156,928867063920,1,5
5,,0,"605 Antony row, Teresaborough",N61 5DS,80501892984170607,E00135609,25579290689,2,5
1,,0,"Flat 08
Bethany view, Lake Lyndashire",S28 4DD,61314605096089025,E00135432,36393483537,2,5
6,,0,"14 Gardner roads, Ianland",L3U 5UT,81447767241181882,E00141279,542071284238,1,-9
4,,0,"66 Begum parks, Callumstad",UB72 3AT,53640823657944385,E00164114,249471781653,1,2
-7,,0,"40 Bruce gateway, Thompsonview",W6 7BY,80579462754496759,E00170121,548020574296,5,-7
-7,,0,"Studio 70
Shane radial, Lake Julian",NP97 4PB,35477683929691356,E00037192,766048453951,1,3
7,,0,"2 Sharp valley, Phillipsfurt",S55 5TR,30503351566120953,E00120138,128192620660,1,1
6,,0,"Flat 9
Callum court, South Marcus",LS1V 8HS,15028841901308603,E00120020,688686302259,1,3
1,,0,"518 Skinner loop, Brettport",SW0P 8JL,97248958118512912,E00165365,595065215431,1,3
-3,,0,"5 Jessica greens, Bennettburgh",IV4 3NU,72094284828702963,E00164514,837043998175,1,1
-7,,0,"Flat 84G
Leonard course, Trevorville",GL11 2DZ,34713372198461552,E00119871,546073245424,2,1
3,,0,"Flat 52k
Joan junctions, West Tracyville",S5 3EA,60089144559047906,E00141234,483962093856,1,2
7,,0,"Flat 50
Brown knoll, Lake Francischester",CO0 8HL,94435289984585568,E00037147,867431241732,2,1
7,,0,"44 Turner hills, Fordchester",N9F 1DQ,34261254054479087,E00119937,364712072910,3,1
-7,,0,"Flat 91
King glen, Ritafort",BB6 3LA,93222889955965781,E00141278,754308438976,3,2
5,,0,"075 Hamilton park, East Judithtown",IP8 0XH,20140368565121934,E00135706,397463541198,2,3
2,,0,"Flat 89i
Taylor underpass, North Emma",M5H 2TG,27884029196273118,E00152618,715583555373,4,4
6,,0,"9 Wilson drives, Damianfort",W4 1ZF,30092858403353760,E00135832,377924576180,1,-7
3,,0,"Studio 34x
Louise burgs, Cliffordton",L8 4RF,67870322430538751,E00142175,215484977418,2,-9
6,,0,"Flat 80x
Kathryn plaza, Iqbalborough",PH77 2XT,23531346511495772,E00135483,742832354008,1,2
6,,0,"29 Nelson ports, Barlowton",IM41 5UD,80519000583826724,E00037335,423286153393,1,2
5,,0,"Flat 35
Anna walks, Arthurtown",LL7 8AX,18907998104055012,E00119958,249946929230,1,4
3,,0,"14 Emily mountain, North Charlenebury",RM6H 0YW,53556258529715171,E00141278,385395206319,2,-9
-7,,0,"82 Kelly union, Willisberg",-9,40149496358700178,E00164541,128277377474,2,4
5,,0,"Studio 9
Duncan valley, Adamport",W2 6UT,33512140272694833,E00165420,472650509171,2,-9
6,,0,"4 David meadow, Stephenmouth",N8 2NU,45606282337886433,E00165619,175081196914,1,1
4,,0,"Flat 58b
Newman village, New Keithfort",N4 9EY,43717318530790838,E00135400,728402694294,3,4
3,,0,"821 Bentley via, New Rachelshire",E02 6WL,73844297363447005,E00164490,934807954127,2,1
3,,0,"Flat 1
Farmer hill, Lake Debrabury",B9 1SR,95406389681284521,E00163911,339604319217,1,1
-7,,0,"Flat 85
Harper land, Watsonhaven",N1 3ZG,80127982456459185,E00119889,170304087486,3,-7
3,,0,"08 Davis fort, New Elizabethmouth",RG1s 7BL,62382729500437235,E00135677,34446977561,2,-7
6,,0,"Flat 71j
Sullivan mountain, West Garethfort",KY7R 3WA,56939981212557549,E00135762,798788026826,2,4
6,,0,"Studio 41
Georgina mills, West Mohammedberg",CF2N 5BJ,79230056103517194,E00120078,807847371216,4,-7
1,,0,"Flat 13w
Sharon prairie, Jemmashire",LD08 2BA,70113755330679909,E00135610,453122469502,5,1
4,,0,"Flat 4
Johnson corners, North Francisview",L86 2vA,70911402170085370,E00141214,253314462971,5,-9
2,,0,"Studio 0
Derek plaza, East Gavin",MK0Y 8ES,42946536093644644,E00135386,586955006101,4,-9
4,,0,"Studio 74j
Allen island, Woodshire",TR7 8NW,36025620986567791,E00165405,223167189395,1,-7
6,,0,"722 Dunn wall, Taylorchester",G9D 5RR,30429519074725277,E00120079,639709272098,5,1
-3,,0,"40 Poole loop, West Hilarybury",B9 8GZ,45338544814490391,E00119809,770604346582,4,-9
3,,0,"Studio 11
Jay loop, Russellbury",KA84 2UY,55518671349881893,E00165501,903406007896,4,4
7,,0,"Studio 56x
Kimberley streets, North Colinton",W96 6FT,89794870826249525,E00152669,979186182716,3,-9
1,,0,"03 Martyn pike, Andreashire",BR3B 0LA,58084534910896505,E00141189,642884941686,2,1
1,,0,"Studio 18
Joel common, Swiftton",B4 7ND,73753340967986651,E00135630,378895423521,5,2
3,,0,"45 Cook spurs, East Ashleighview",BT15 4FQ,53373124655202641,E00153575,962722030038,4,4
5,,0,"Studio 09e
Jeffrey circles, Gavinview",S6C 7RU,32549878493021514,E00119958,397936166602,2,-7
2,,0,"61 Danielle burg, Samuelmouth",E0A 4QP,48412380380823555,E00135563,173856790459,2,3
-9,,0,"328 Oliver ridge, East Valerie",KW53 2SU,59578138071347629,E00152541,468333162641,1,5
-3,,0,"134 Amelia circle, Josephineville",W25 3NH,58269341793150217,E00037354,738160116658,2,2
-7,,0,"Studio 4
Davis bridge, East Lauren",CV3W 4NY,32542958518387870,E00135658,284329891906,4,4
3,,0,"2 Molly neck, Andrewchester",NR2N gNE,60151941989146426,E00153423,263733181580,2,-9
4,,0,-9,NP7 1BY,53984557177485047,E00119913,331056632341,5,4
1,,0,"18 Jeffrey wall, East Antony",B95 8PG,47800796880383017,E00120128,214933140084,1,5
-9,,0,"0 Damien mill, Bakerborough",NW7 0BN,53216063047145544,E00165616,372476900729,5,5
-3,,0,"142 Sally run, Port Lindsey",PA0 6UZ,44040281618171973,E00135564,621078997641,1,-9
3,,0,"1 Smith forge, North Lisaport",SE1 8HL,41575584275555415,E00164473,579976660532,1,-7
1,,0,"4 Barton dam, Pearcehaven",S53 1RW,54496396774244755,E00135568,482716074105,2,5
5,,0,"Flat 06C
Carole vista, East Conor",DN8B 1ER,74896232683437833,E00135778,657335426068,2,-7
-7,,0,"Studio 0
Mitchell inlet, New Oliverview",W54 9BG,67654670191126348,E00037247,437865251251,3,-9
-3,,0,"172 Baker fork, Dyerton",LD4j6BG,32443609001720834,E00119931,505079895713,2,-7
5,,0,"Studio 67
Baldwin union, West Lesleymouth",LN29 5SW,90427634347022907,E00119977,861831831162,2,1
-3,,0,"Flat 8
Caroline island, Hunterton",HD3X 7HX,54746410980027581,E00135722,423513059456,2,2
-3,,0,"Flat 54r
Leigh well, Hilarymouth",G83 8XW,15848934137422345,E00165576,982650332822,2,2
-9,,0,"7 Smith gateway, Deanfort",S12 0WU,33727239315035598,E00152589,898383467416,1,2
1,,0,"150 Clare centers, Marchaven",E0T 0HX,56460310409025148,E00164584,290647637147,2,3
-7,,0,"Flat 56c
Martyn shores, Walkerberg",W3 3DQ,34672489641420187,E00119853,880714779963,5,-7
-3,,0,"Studio 12s
Hilary estates, Nigelland",B5 2BP,78095072454573907,E00135609,206976437114,1,1
1,,0,"8 Josephine cliff, Lambertbury",N4 4FL,28279819892979215,E00135853,227819854491,2,-9
7,,0,"Studio 4
Lynn turnpike, Cliffordfort",NG1X 8UG,59354650332196232,E00119914,649853223805,1,-9
-7,,0,"Flat 3
Emma islands, Popemouth",EC1 5WB,63499063886575868,E00120056,57457008325,2,2
2,,0,"703 Gibson streets, Robertsburgh",E75 0RT,58713564298703793,E00164590,367823592354,2,2
2,,0,"Studio 68M
Irene village, Newtonland",ME05 5BU,73426353254894630,E00163848,384973697931,2,-9
-3,,0,"60 Reece green, South George",BH2 3SN,47621741125132995,E00142070,948124436521,2,5
4,,0,"S Simmons drive, Port Ellie",WC2 2YF,55153535243073755,E00153575,382875163077,2,3
-7,,0,"Studio 68
Sam station, Kaurton",PE3X 4FG,93862325366496514,E00169851,72087384766,5,2
6,,0,"Flat 2
Sharpe glens, Samuelchester",BS02 7RB,82537449651576171,E00164623,874323677549,1,3
2,,0,"484 Ashley divide, West Angela",M90 0NH,14027734264617407,E00142075,387439065092,1,-7
-7,,0,"55 Watts highway, Sheilaview",SR6 7WF,23201088815319619,E00142049,327962389291,1,4
-3,,0,"6 Moore field, Mooreburgh",WN57 0ZT,44787911513781982,E00165545,280473412627,4,4
6,,0,"510 Geoffrey forks, New Darrenborough",HG4 7QG,41364400275532189,E00165623,661384972702,2,1
5,,0,"Flat 0
Quinn mills, Antonyview",SO30 5XA,98560997052281607,E00120026,527414098867,2,-7
-3,,0,"Flat 52
Fry mountains, East Stephen",S02 6AY,81410788329165976,E00165537,365720679463,1,2
3,,0,"863 Rees oval, Mitchellshire",G10 4WL,53370518071041452,E00120084,655478590709,1,4
-9,,0,"32 Fleming ports, Russellton",EC4E 8GH,31239828447400174,E00120121,978678905363,2,1
4,,0,"Flat 24
Ronald inlet, Amandahaven",W6G 6GU,39278133248776295,E00141255,382664714052,3,-9
2,,0,"Flat 3
Dean street, Taylorborough",B3 2HZ,66348600962702098,E00135648,872570500590,5,1
-3,,0,"Studio 55w
Glover springs, Butlerfurt",N7F 0ZD,70967031878049379,E00164407,860722198539,1,1
7,,0,"46 Nathan flats, Lake Danielville",E5A 3YS,43534255226990591,E00037192,32139700462,2,-9
-7,,0,"2 Caroline ports, Nataliestad",HG5P 9UB,13551553952024550,E00165528,17008417117,1,3
7,,0,"Flat 6
Tony turnpike, Cooperfort",OX5 5LZ,68944767943001304,E00153580,71365569925,1,-7
6,,0,"782 Marcus ridges, Port Alexanderport",E9S 8JP,27816798396060304,E00165598,623215245571,4,2
7,,0,"218 Taylor freeway, West Christopher",M2 7XW,27330560224995743,E00120179,942316907302,3,1
1,,0,"89 Rebecca knolls, Irenemouth",OL7X 0NS,88935310421785300,E00141222,309751384683,5,4
1,,0,"82 Charlene glens, North Mitchell",S7 4RU,58172032118716028,E00169660,861301473188,1,-7
6,,0,"Studio 2
Martin manors, Lake Alanchester",OL3W 7GD,84949259477870027,E00153398,505442797613,4,-7
-9,,0,"99 Smith road, Millertown",G2K 3BX,35341175747191271,E00152596,665014348414,2,4
-9,,0,"8 George shoals, New Benland",GY4Y 9RA,16746206982208898,E00141239,83254297709,2,3
1,,0,"Flat 42G
Mark forges, Taylorburgh",SS2R 3TF,78788403235826251,E00119980,892726546216,2,-7
-9,,0,"Flat 09X
Williams shore, South Ruthberg",BT7 3AD,19402927402475582,E00119838,753353583206,1,-7
-3,,0,"261 Stacey viaduct, Port Markshire",WC0H 3BP,29798728981555168,E00164560,964779645788,1,4
4,,0,"01 Phillips brook, Yvonnestad",W5E 0ZW,41502737686573345,E00169854,376280019323,5,3
6,,0,"794 Samantha mountain, Port Andrea",IG92 7HD,52596041256995730,E00037154,250124073971,2,4
2,,0,"739 Clive village, Port Albert",G0 2TF,11041960851225085,E00135664,305655279802,2,4
-7,,0,"319 Stephen lodge, Jacksonland",E98 4AY,50319396598739009,E00119888,155821736601,1,2
-9,,0,"Flat 60p
Jordan village, Charlotteville",AL08 6JN,18403366446720425,E00037338,36708828394,1,4
5,,0,"Flat 7
Smart flats, Jenniferberg",S12 4DZ,20006049977093655,E00120049,221684545229,2,1
2,,0,"Flat 70
Finch brooks, Lake Stephenbury",L0S 7QG,20418063969533634,E00164580,539695572026,3,5
-9,,0,"Flat 3
Parker avenue, Port Steven",B2 1FU,38215671300622787,E00152501,689694179524,2,-9
2,,0,"52 Blackburn canyon, New Kirstytown",G6 2XF,84265125724473570,E00141229,62824164000,5,1
6,,0,"Studio 17V
Alex manor, Duncanborough",N9J 7EU,47657247026794996,E00120063,24886442559,1,4
2,,0,"Studio 43
Katy spring, Hannahshire",GY7 0FB,46754407381412093,E00135575,185311274717,2,2
-7,,0,"Studio 93B
Patrick garden, North Joel",WN5P 1FA,85363600037433669,E00135542,197231241331,2,-7
-9,,0,"332 Abbott path, Porterborough",M66 6UZ,17691473007669286,E00164538,815554288121,1,2
6,,0,"74 Higgins vista, West Garetg",TNOB 4PF,28347377384151248,E00163903,35627232131,5,3
6,,0,"Studio 8
Linda place, Paulashire",N6K 8ZF,52506006972344372,E00119832,78252627937,2,-9
3,,0,"Studio 51t
Price parkway, North Nathan",GY96 9LR,11180442536462681,E00164509,68512191388,2,1
