Accomodation_Type,Any_Relationships,Household_Address,Household_Address_Postcode,Household_ID,Household_UPRN,Resident_Count,Ownership_Type,Census_Address,Census_Address_Postcode,Census_Address_Country,Census_Address_Indicator,Resident_Count_verify,Other_Address_Count,Other_Address_Count_verify
2,,"52 Blackburn canyon, New Kirstytown",G6 2XF,18176070603853498,62824164000,5,5,"52 Blackburn canyon, New Kirstytown",G6 2XF,993,14682596393,5,72,72
6,,"Studio 17V
Alex manor, Duncanborough",N1H 6BX,60141588657131272,24886442559,1,1,"Studio 17V
Alex manor, Duncanborough",N9J 7EU,164,441131420136,1,97,97
2,,"Studio 43
Katy spring, Hannahshire",GY7 0FB,75125356324269265,185311274717,2,4,"Studio 43
Katy spring, Hannahshire",GY7 0FB,824,255784267774,2,55,55
-7,,"Studio 93B
Patrick garden, North Joel",WN5P 1FA,44128663380531831,197231241331,2,3,"Studio 93B
Patrick garden, North Joel",WN5P 1FA,566,254256756303,2,5,5
-9,,"332 Abbott path, Porterborough",M66 6UZ,33956457183006916,815554288121,1,4,"332 Abbott path, Porterborough",M66 6UZ,171,397469792822,1,90,90
6,,"74 Higgins vista, West Gareth",TN1B 4PF,89970848284850425,35627232131,5,-9,"74 Higgins vista, West Gareth",TN1B 4PF,333,673629175400,5,56,56
6,,"Studio 8
Linda place, Paulashire",N6K 8ZF,16129942002940458,78252627937,2,1,"Studio 8
Linda place, Paulashire",N6K 8ZF,899,694630132357,2,36,36
3,,"Studio 51t
Price parkway, North Nathan",GY96 9LR,44172421165780569,68512191388,2,2,"Studio 51t
Price parkway, North Nathan",GY96 9LR,479,657553942548,2,72,72
4,,"Flat 4
Hannah ramp, Hallmouth",HG79 8TX,26201638046443616,239931645495,2,4,"Flat 4
Hannah ramp, Hallmouth",HG79 8TX,378,188168232722,2,23,23
-9,,"Flat 70g
Robson summit, Huntfurt",G0 3FN,37051006111375234,38420458810,1,4,"Flat 70g
Robson summit, Huntfurt",G0 3FN,330,723373727521,1,86,86
1,,"Studio 24B
Wendy path, South Roger",W1G 2HP,59910176953175250,680686577453,1,-9,"Studio 24B
Wendy path, South Roger",W1G 2HP,590,863257108765,1,9,9
-9,,"Flat 9
Terry falls, Kathrynshire",WD2 3WY,56046007290102631,270072988359,2,5,"Flat 9
Terry falls, Kathrynshire",BD2 0HQ,357,239399511657,2,45,45
3,,"Flat 8
Jarvis canyon, Barlowshire",DD03 9FW,51304552416780616,388183680170,2,2,"Flat 8
Jarvis canyon, Barlowshire",DD03 9FW,657,151165339606,2,23,23
7,,"381 Jodie cape, Joneston",NW0A 1BZ,49193261533217864,910713993725,2,4,"381 Jodie cape, Joneston",NW0A 1BZ,829,423804527068,2,75,75
4,,"Flat 10
Gail path, East Normanmouth",N0 1XS,89179559213737062,760454877552,1,4,"Flat 10
Gail path, East Normanmouth",N0 1XS,391,114667878496,1,66,66
5,,"950 Howells view, Port Hayley",N9 3UW,13105345005048656,491292754943,2,-9,"950 Howells view, Port Hayley",N9 3UW,769,545376348718,2,76,76
4,,"Flat 28
Lewis garden, East Jenna",PO67 5PA,29538553821793366,604757081853,1,2,"Flat 28
Lewis garden, East Jenna",PO67 5PA,204,409858101400,1,22,22
7,,"42 Shane cliffs, Port Brettberg",S1F 2HG,72393261113048526,663162943803,2,4,"42 Shane cliffs, Port Brettberg",S1F 2HG,354,919066485063,2,95,95
1,,"928 Clark hills, South Leon",BN73 1TZ,75403074524036702,492497159300,1,5,"928 Clark hills, South Leon",BN73 1TZ,333,644148908732,1,71,71
1,,"Flat 68w
King symmit, Port Edward",M5 6QH,52687445127035805,391670756867,2,2,"Flat 68w
King summit, Port Edward",M5 6QH,955,155618719557,2,78,78
-7,,"3 Richard landing, Buckleyland",E65 7GA,77626753740703921,477443003112,2,3,"3 Richard landing, Buckleyland",E65 7GA,353,985026256434,2,16,16
-3,,"Flat 23
Bennett point, North Kate",LD6H 8XQ,47684373513431354,883635549242,2,2,"Flat 23
Bennett point, North Kate",LD6H 8XQ,169,149182066319,2,11,11
-7,,"294 Dobson underpass, West Victorton",TR74 5UU,46910757062243065,781975352014,1,5,"294 Dobson underpass, West Victorton",TR74 5UU,344,944843586723,1,58,58
5,,"Flat 61
Thomas loop, Harrisburgh",M0K 8TY,85288754661037149,209339027165,2,4,"Flat 61
Thomas loop, Harrisburgh",M0K 8TY,610,505021361826,2,78,78
2,,"41 Judith estates, Readtown",LS21 6EJ,34962199474021458,663937833119,1,5,"41 Judith estates, Readtown",LS21 6EJ,753,124538872793,1,21,21
3,,"Flat 31
Craig mountain, Bruceton",M69 6ZP,13415208330665190,582831236483,4,2,"Flat 31
Craig mountain, Bruceton",M69 6ZP,186,521082284539,4,7,7
4,,"502 Hughes ford, Derekburgh",L2 3JY,91155735465422498,326083887609,2,-7,"502 Hughes ford, Derekburgh",L2 3JY,483,751059484501,2,26,26
3,,"68 Powell crossing, Suttonmouth",SA8Y 3NL,92905517346049775,989796863618,5,1,"68 Powell crossing, Suttonmouth",SA8Y 3NL,920,125445935879,5,52,52
-7,,"9 Shane valley, Bradleyview",M7 5UJ,36686983058904052,41005957679,1,3,"9 Shane valley, Bradleyview",M7 5UJ,284,300924096259,1,44,44
4,,"Studio 4
Lee points, Keithtown",L3U 9SX,42886935068042312,876539974111,4,1,"Studio 4
Lee points, Keithtown",L3U 9SX,295,297385770726,4,31,31
6,,-9,CR6 8YH,93675167002769046,750586700038,2,1,"160 Quinn parkways, Lake Kathleenville",CR6 8YH,474,420506318121,2,14,14
-9,,"08 Jenna lake, Lake Douglas",N9 8LT,77921467368313600,952154768603,2,1,"08 Jenna lake, Lake Douglas",N9 8LT,353,145076263663,2,44,44
-3,,"Studio 3
Grace drive, Kennethville",HX6 6TP,80597514137566588,414356967840,2,-7,"Studio 3
Grace drive, Kennethville",HX6 6TP,662,237770234661,2,65,65
2,,"978 Miller loop, Martinberg",L9E 5QS,15103736604378859,910355767844,2,2,"978 Miller loop, Martinberg",L9E 5QS,204,765883547492,2,52,52
6,,"475 Kelly garden, Lake Anne",E74 1FP,40343159984918587,844968310656,4,-7,"475 Kelly garden, Lake Anne",E74 1FP,230,990195906352,4,7,7
-9,,"Flat 87
Francis highway, North Ruthtown",S9E 7HB,18350149173576339,568711573917,1,-9,"Flat 87
Francis highway, North Ruthtown",S9E 7HB,860,93048519362,1,69,69
-9,,"Studio 79l
Bell ville, Melissahaven",N8 7XA,95990069411107212,267811532218,2,3,"Studio 79l
Bell ville, Melissahaven",N8 7XA,785,199856095519,2,75,75
3,,"635 Douglas station, Portertown",SN1 7PJ,98790457205566012,29068978284,1,-9,"635 Douglas station, Portertown",SN1 7PJ,104,421103806909,1,45,45
-9,,"Flat 2
Gerald fields, Simsville",S39 7UP,92204257418513014,254705019280,2,3,"Flat 2
Gerald fields, Simsville",S39 7UP,856,736621356200,2,81,81
7,,"6 Joanna lane, Williamsshire",B87 4PL,13837148032414397,275187806223,4,1,"6 Joanna lane, Williamsshire",B87 4PL,619,254304797122,4,33,33
4,,"Flat 85t
Victor way, South Joshuamouth",W5C 1SS,77297723884179374,263825398917,1,-7,"Flat 85t
Victor way, South Joshuamouth",W5C 1SS,231,521554047300,1,18,18
1,,"977 Karl parkway, Catherineville",h2 3BU,25653813703922117,375598775777,2,5,"977 Karl parkway, Catherineville",L2 3BU,965,100042053173,2,47,47
4,,"8 Bryant trail, New Ian",L48 0DU,73869499433581954,714627733975,2,1,"8 Bryant trail, New Ian",L48 0DU,840,54551840504,2,22,22
-7,,"1 O'Connor flats, Port Wendy",G1 7SH,74349746139532372,953101982132,2,1,"1 O'Connor flats, Port Wendy",G1 7SH,675,496258967031,2,21,21
4,,"44 Ward land, Bethanyview",PO2N 3AE,75914314916238616,858745858446,2,5,"44 Ward land, Bethanyview",PO2N 3AE,582,459553181380,2,20,20
-9,,"Flat 2
Paige brook, South Lewis",L4 8NL,39367483480967098,723125902074,2,1,"Flat 2
Paige brook, South Lewis",L4 8NL,250,354999259013,2,34,34
2,,"Studio 7
Peacock stream, North Jessica",E8J 0UQ,89727717211977884,380942948017,4,2,"Studio 7
Peacock stream, North Jessica",E8J 0UQ,295,578149369706,4,77,77
-9,,"Flat 66m
Lisa streets, South Maryfort",G90 0PS,23770159365532394,895190481479,2,5,"Flat 66m
Lisa streets, South Maryfort",G90 0PS,726,795313730682,2,66,66
2,,"Flat 2
Smith orchard, Port Liamstad",PH1 2EE,37615817799225198,948198650190,2,-9,"Flat 2
Smith orchard, Port Liamstad",PH1 2EE,425,511064053239,2,27,27
6,,"551 King hill, Daviesshire",DD74 2WN,36648038394155360,503650677102,2,5,"551 King hill, Daviesshire",DD74 2WN,333,530754780544,2,80,80
7,,"44 Frances falls, North Darren",NN83 8BR,82420717248341495,324262069266,4,3,"44 Frances falls, North Darren",NN83 8BR,433,98767160165,4,98,98
2,,"77 Tina freeway, New Lynnstad",HA7W 5EL,55572659858292224,119379326931,1,1,"77 Tina freeway, New Lynnstad",HA7W 5EL,758,754085695700,1,8,8
-3,,"Flat 0
Eileen stream, Matthewborough",GL2Y 2TD,87024913774596345,644188584386,2,-9,"Flat 0
Eileen stream, Matthewborough",GL2Y 2TD,454,182229446846,2,23,23
7,,"6 Phillip road, Lesleyberg",AB4 5ZJ,82244586930827885,530142677496,2,-7,"6 Phillip road, Lesleyberg",AB4 5ZJ,326,66679019373,2,23,23
-7,,"Flat 35M
Burns flats, Leeland",M5 1GP,25140544335269300,272160624613,1,3,"Flat 35M
Burns flats, Leeland",M5 1GP,157,166323285345,1,85,85
4,,"630 Rowley prairie, Port Jeffrey",CH9X 9LZ,89878848376998912,911571920207,1,4,"630 Rowley prairie, Port Jeffrey",CH9X 9LZ,308,734817867208,1,16,16
-3,,"Studio 4
Nathan lodge, East Shanefort",RM9A 3RD,46627259287687922,970052163264,2,5,"Studio 4
Nathan lodge, East Shanefort",RM9A 3RD,816,631028654447,2,86,86
5,,"Studio 2
Bell fall, Francesfurt",L5 2AT,20127973085729293,560434677023,1,5,"Studio 2
Bell fall, Francesfurt",L5 2AT,392,331141532188,1,92,92
1,,"Flat 4
Parsons greens, Port Claire",SW05 7HE,41199359458673049,518318059684,1,3,"Flat 4
Parsons greens, Port Claire",SW05 7HE,873,207296509874,1,27,27
2,,-9,N7 5FT,20250995474135012,137183680005,2,3,"471 Burgess branch, Port Kellyborough",N7 5FT,961,13858450318,2,82,82
5,,"Studio 0
Rhodes stravenue, New Mariaberg",M2 7JE,86022928648307997,413646593047,5,1,"Studio 0
Rhodes stravenue, New Mariaberg",M2 7JE,265,828746072133,5,8,8
1,,-9,W40 8LS,28499295568631641,793979049340,1,3,"094 Paige stream, West Donna",W40 8LS,797,309694109922,1,85,85
-3,,"Flat 73
Green turnpike, Lorrainetown",S3 5UJ,66603442805165489,713126214099,1,2,"Flat 73
Green turnpike, Lorrainetown",S3 5UJ,587,527992022993,1,79,79
7,,"6 Frederick isle, Eleanorport",-9,97519101537350559,789423733829,3,3,"6 Frederick isle, Eleanorport",WS98 3ZT,209,967183687622,3,34,34
5,,"Studio 5
Moss ville, Clarkeshire",B34 6FT,70163829309634287,371946583078,5,3,"Studio 5
Moss ville, Clarkeshire",B34 6FT,825,61410547026,5,74,74
-3,,"Flat 1
King spurs, Robinsonburgh",B3 2FT,67570350374387150,218709865713,5,3,"Flat 1
King spurs, Robinsonburgh",B3 2FT,379,846451129879,5,13,13
-7,,"Studio 45
Townsend tunnel, South Lynne",M8 3JS,52800252334379434,981248128007,2,3,"62 Hughes shoals, North Graeme",M8 3JS,616,558426115086,2,43,43
1,,"6 Kelly shore, Port Caroline",KY5 6RY,49430474142139514,205863368132,4,3,"6 Kelly shore, Port Caroline",KY5 6RY,999,180173776885,4,31,31
-3,,"Flat 49
Sharon corner, Lake Joe",W6 1AN,88375426751029091,233583969458,2,1,"Flat 49
Sharon corner, Lake Joe",W6 1AN,184,521379065695,2,54,54
7,,"Studio 04
Porter neck, Port Terryburgh",M3 2BN,51236436739519386,302767601621,2,4,"Studio 04
Porter neck, Port Terryburgh",M3 2BN,501,180705134441,2,93,93
5,,"Flat 2
Jackson rue, Cookberg",G5H 3RF,12051610429967573,157706319683,2,3,"Flat 2
Jackson rue, Cookberg",G5H 3RF,164,108217524587,2,50,50
3,,"8 Gerard extensions, South Frances",B24 0GS,10619110347763868,155182697281,2,-9,"8 Gerard extensions, South Frances",B24 0GS,860,923517938383,2,30,30
3,,"Studio 95
Harris flats, North Andreaville",S92 9XW,74488771365588192,887291404877,1,2,"Studio 95
Harris flats, North Andreaville",S92 9XW,232,185168312468,1,83,83
6,,"507 Kelly burg, Yvonnemouth",LE5 0ZW,24953012895191417,450662500520,2,2,"507 Kelly burg, Yvonnemouth",LE5 0ZW,941,807678028769,2,84,84
-7,,"4 Gill inlet, Howemouth",IP7 0UF,59540930514689997,427067480879,1,4,"4 Gill inlet, Howemouth",IP7 0UF,607,955205624695,1,50,50
-9,,"245 Jenna streets, South Alexandra",NN2 7DX,69571505243703522,679040059630,2,5,"245 Jenna streets, South Alexandra",NN2 7DX,884,503117955439,2,64,64
4,,"090 Ellis ramp, West Glen",LU15 1BW,48057686412207875,632556712196,2,1,"090 Ellis ramp, West Glen",LU15 1BW,881,653935601337,2,60,60
-9,,"Studio 92
Barton extension, West Abigailfurt",L5 6BN,47449704227670110,293995783528,4,2,"Studio 92
Barton extension, West Abigailfurt",L5 6BN,902,623077234150,4,31,31
3,,"Studio 72
Kirk hill, Port Chloemouth",W54 1XN,92130416743360049,228789817696,2,3,"Studio 72
Kirk hill, Port Chloemouth",W54 1XN,645,684758013925,2,79,79
6,,"Studio 99
Scott greens, West Amanda",GL6V 8DH,73205236263225419,490938587310,2,3,"Studio 99
Scott greens, West Amanda",GL6V 8DH,273,303492771858,2,63,63
3,,"35 Alison cliff, Lake Arthurville",S1U 6ES,90298394423182609,872261821948,4,1,"35 Alison cliff, Lake Arthurville",S1U 6ES,736,152465997162,4,26,26
6,,"2 Irene throughway, North Karlburgh",W26 5PQ,83050070487078389,572694461998,1,3,"2 Irene throughway, North Karlburgh",W26 5PQ,292,779905222224,1,27,27
7,,"9 Clare springs, Francisburgh",G4 1GD,34205866896079671,834231406839,1,1,"9 Clare springs, Francisburgh",G4 1GD,411,14312176772,1,80,80
-9,,"81 Thornton summit, Knightchester",E81 2BU,53183719634934564,536146556493,1,5,"81 Thornton summit, Knightchester",E81 2BU,904,538013127921,1,75,75
2,,"9 Irene way, Lynnside",SN9 2DU,27218297076256032,48184854803,4,5,"9 Irene way, Lynnside",SN9 2DU,287,657792218866,4,72,72
3,,"Flat 35
Liam path, North Brandontown",S19 4TJ,98049223699245213,234627090379,2,1,"Flat 35
Liam path, North Brandontown",S19 4TJ,937,390133521430,2,23,23
6,,"4 Christopher oval, Lake Kimberleyside",-9,67606871592021461,681051255709,5,5,"4 Christopher oval, Lake Kimberleyside",WD9 1UE,364,178839003434,5,63,63
1,,"150 Shaw curve, Wilsonstad",PE8 2UU,20603336006580419,102411177041,2,3,"150 Shaw curve, Wilsonstad",PE8 2UU,908,698242899416,2,89,89
-9,,"Flat 0
Booth cliff, West Elliotberg",W3 6QF,81002171992903578,57232236480,1,3,"Flat 0
Booth cliff, West Elliotberg",W3 6QF,101,316199742401,1,25,25
-7,,"697 Bernard motorway, Morrisfort",W1F 9JU,37424239334437938,279254911380,2,1,"697 Bernard motorway, Morrisfort",W1F 9JU,225,445758492315,2,63,63
7,,"Flat 32
Young trace, Lake Dennis",WV91 7JR,35690805999671029,100380559784,5,4,"Flat 32
Young trace, Lake Dennis",WV91 7JR,394,579510591961,5,28,28
2,,"778 Frost station, North Garyburgh",BR9M 0UL,18407316375273546,775176471474,2,5,"778 Frost station, North Garyburgh",BR9M 0UL,784,860714481231,2,41,41
2,,-9,SK5Y 0PX,57911712529063696,827232073762,2,2,"5 Fox harbors, Kieranborough",SK5Y 0PX,459,554339565878,2,37,37
2,,"6 Valerie flats, Bradleyhaven",G58 5TH,82654611628028762,846833529572,2,2,"6 Valerie flats, Bradleyhaven",G58 5TH,478,339385052545,2,57,57
1,,"Studio 7
Simpson mountains, New Joycemouth",W8 1WU,29933772330074468,134974994492,1,1,"Studio 7
Simpson mountains, New Joycemouth",W8 1WU,936,136035686153,1,59,59
4,,"Studio 89n
Graeme ports, Hartton",M77 4WL,59892806147698025,393404681914,5,4,"Studio 89n
Graeme ports, Hartton",M77 4WL,290,358319637330,5,20,20
-9,,"352 Turner extension, South Carol",BS24 7ZD,82549597846205650,924449187404,5,1,"352 Turner extension, South Carol",BS24 7ZD,718,430157962053,5,92,92
7,,"94 Marian walks, North Chloestad",L97 2ZH,20803298725679653,493690581398,2,2,"94 Marian walks, North Chloestad",L97 2ZH,460,243341611159,2,25,25
5,,"72 Debra alley, North Seanchester",TS89 3YG,97265038577078602,311785042597,2,-7,"72 Debra alley, North Seanchester",TS89 3YG,517,765882225602,2,71,71
-7,,"10 Dawson branch, Port Simonshire",TR34 9PU,61833371861662613,473251990530,3,-9,"10 Dawson branch, Port Simonshire",TR34 9PU,756,633503006158,3,42,42
5,,"Studio 76G
Naomi locks, South Derek",E9K 8SG,51238247233732414,348529740155,2,3,"Studio 76G
Naomi locks, South Derek",E9K 8SG,918,482090573657,2,16,16
-7,,"Studio 47t
Alexandra crescent, Hazelside",S27 6PJ,40634089084235375,352473849957,2,-7,"Studio 47t
Alexandra crescent, Hazelside",S27 6PJ,948,798987394268,2,91,91
7,,"892 Hayley unions, North Geoffreyfort",SL54 2LG,89306571073907436,882001992673,1,3,"892 Hayley unions, North Geoffreyfort",SL54 2LG,496,663739536858,1,6,6
5,,"3 Ashley garden, Lake Lauren",SA79 7RA,80000169722528043,753216359912,1,-7,"3 Ashley garden, Lake Lauren",SA79 7RA,428,669807280272,1,74,74
-9,,"85 Ward vista, Port Charlie",TQ1 2FQ,30558489254574538,877580254933,4,-9,"85 Ward vista, Port Charlie",TQ1 2FQ,636,193137494899,4,71,71
1,,"26 Miller plain, Joanborough",E78 0AS,80270954443676907,501919323540,2,-7,"26 Miller plain, Joanborough",E78 0AS,406,236032092481,2,0,0
4,,"Studio 6
Hill dam, New June",W2S 2QL,69903478641096728,735741240794,4,4,"Studio 6
Hill dam, New June",W2S 2QL,895,210942625993,4,16,16
-7,,"Flat 78
Barker oval, New Malcolmstad",G2D 2NZ,72407517454021106,369951082427,3,5,"52 Yvonne plain, Watsonfort",G2D 2NZ,291,963649116622,3,81,81
1,,"20 Sylvia rapids, Port Karl",IM34 7BF,25972204970372352,99790034423,2,5,"20 Sylvia rapids, Port Karl",IM34 7BF,968,21290017181,2,34,34
7,,"Studio 56K
Long land, Bryanchester",G80 4FP,54973771848920053,195533438554,2,-9,"Studio 56K
Long land, Bryanchester",G80 4FP,920,178825273588,2,37,37
6,,"449 Sullivan fork, North Marcus",B12 3YD,20220924194305681,685259788876,5,2,"449 Sullivan fork, North Marcus",B12 3YD,406,612883922162,5,81,81
-3,,"2 Perkins highway, Danielleville",B5J 5DF,98824637117503656,859848900892,1,4,"2 Perkins highway, Danielleville",B5J 5DF,221,944570334852,1,59,59
-3,,"Studio 28Z
Elliott divide, Thomastown",G2 6JW,24417559747592562,469767817606,2,4,"Studio 28Z
Elliott divide, Thomastown",G2 6JW,917,829253696504,2,62,62
6,,"285 John passage, Lake Jonathan",E8 7ZE,96306603564598971,123251752280,3,5,"285 John passage, Lake Jonathan",E8 7ZE,481,771617341430,3,79,79
3,,"71 Olivia prairie, Annaberg",NP6N 9UU,39965084709888991,2993909086,2,-7,"71 Olivia prairie, Annaberg",NP6N 9UU,819,539246647865,2,71,71
-9,,"Studio 07V
Houghton rue, Thompsonbury",M2 2QN,88902860282264808,783259935990,4,5,"Studio 07V
Houghton rue, Thompsonbury",M2 2QN,192,114991520199,4,93,93
5,,"Studio 77t
Alan ridges, Lake Alice",N9 3ZG,95802170134154956,995928033596,2,1,"Studio 77t
Alan ridges, Lake Alice",N9 3ZG,328,876744052421,2,74,74
4,,"63 Clifford court, East Howard",N11 3RP,87457881838136315,476341733485,2,4,"63 Clifford court, East Howard",N11 3RP,998,301790470239,2,4,4
4,,"Studio 34
Burgess mountains, Milesburgh",AL8 6HA,15506574918680266,383370994684,1,-9,"Studio 34
Burgess mountains, Milesburgh",AL8 6HA,951,136932476209,1,45,45
5,,"Studio 13o
Kathryn plains, Alexchester",L27 5SQ,99533461833868148,950718355682,3,2,"Studio 13o
Kathryn plains, Alexchester",L27 5SQ,799,948138357618,3,82,82
-3,,"Flat 9
Charlene dale, Barryside",S7 8FE,94442788504807555,482425665118,2,5,"Flat 9
Charlene dale, Barryside",S7 8FE,381,526824361614,2,4,4
3,,"610 Julian stravenue, Lake Tracey",FY88 8YG,38506252401931176,321470886840,1,2,"610 Julian stravenue, Lake Tracey",FY88 8YG,320,771708964284,1,13,13
-9,,"Flat 61
Finch corners, Wrighthaven",W1 1AL,95179251231190973,740751007144,1,3,"Flat 61
Finch corners, Wrighthaven",W1 1AL,550,403227009921,1,68,68
4,,"Studio 79
Harvey ridge, Grahamshire",EC01 0BX,66758560284747478,347424919772,5,2,"Studio 79
Harvey ridge, Grahamshire",EC01 0BX,667,15393758198,5,81,81
1,,"3 Richard parkways, Lake Dylanville",L2 1ZN,75066161437181340,183720146106,2,5,"3 Richard parkways, Lake Dylanville",L2 1ZN,818,741467137897,2,73,73
2,,"266 Carter brook, O'Neillville",CH0H 8AE,48889170074954820,769575798104,5,2,"Flat 65
Chapman court, Port Barry",CH0H 8AE,277,247913009675,5,70,70
4,,"Studio 73j
Harding view, Darrenhaven",AB6B 0BY,59261240550249388,689803379760,1,4,"Studio 73j
Harding view, Darrenhaven",AB6B 0BY,786,495185595229,1,83,83
1,,"Studio 74
Nicole avenue, Lucybury",G20 1HZ,77141722180054045,751071760441,5,4,"Studio 74
Nicole avenue, Lucybury",G20 1HZ,570,740392805387,5,90,90
-7,,"1 Leslie haven, South Rebeccashire",TA0H 0UE,63031451456143389,441097672444,3,2,"1 Leslie haven, South Rebeccashire",TA0H 0UE,784,440723277815,3,30,30
7,,"Studio 30
Armstrong islands, Leeburgh",SN01 9DH,48323135512168435,122063454293,5,2,"Studio 30
Armstrong islands, Leeburgh",SN01 9DH,818,909681724981,5,12,12
1,,"Flat 55F
Terence lane, Allenstad",S30 6NY,87452553776981559,667164781373,2,1,"Flat 55F
Terence lane, Allenstad",S30 6NY,272,236963467298,2,26,26
7,,"Studio 13
Coleman turnpike, New Kenneth",L1 3UA,92570738551644738,829385042091,4,1,"Studio 13
Coleman turnpike, New Kenneth",L1 3UA,683,131671016242,4,68,68
1,,"8 William underpass, Lindafort",S86 3YQ,12602998725070701,753984624156,1,5,"8 William underpass, Lindafort",S86 3YQ,705,28713442470,1,8,8
7,,"Flat 2
Wright loop, Port Kate",E0W 4YA,64877726581952842,191965522925,2,1,"Flat 2
Wright loop, Port Kate",E0W 4YA,768,744537096742,2,89,89
-9,,"Flat 10
Julia port, Carolmouth",S6H 5ER,88355344571546623,582585991046,5,5,"Flat 10
Julia port, Carolmouth",S6H 5ER,520,484865361295,5,53,53
1,,"Flat 3
Mandy orchard, New Marcusburgh",M40 5FB,77120279369398055,353493570789,2,1,"Flat 3
Mandy orchard, New Marcusburgh",M40 5FB,410,474239493098,2,55,55
-3,,"Studio 77t
Bell circles, Lake Janiceport",RM3Y 3EJ,15803139735013554,421737377996,1,-9,"Studio 77t
Bell circles, Lake Janiceport",RM3Y 3EJ,762,493557210079,1,18,18
-3,,"Studio 63
Jay lodge, North Anthony",W2 2JR,35892925863422044,552302037212,2,-7,"Studio 63
Jay lodge, North Anthony",W2 2JR,437,529300076852,2,63,63
-9,,"12 Craig prairie, East Samantha",N9 0HW,57215877069964614,546865626547,5,5,"12 Craig prairie, East Samantha",N9 0HW,353,579007178526,5,57,57
7,,"Studio 2
Gony villages, Port Robin",WV0Mr9RL,70468735102174455,575285253625,2,5,"Studio 2
Tony villages, Port Robin",WV0M 9RL,628,565181609095,2,39,39
-3,,"Flat 77M
Eleanor fork, Lawrenceberg",IG65 4GZ,55567090732962802,420177829450,2,5,"Flat 77M
Eleanor fork, Lawrenceberg",IG65 4GZ,444,409012074554,2,30,30
-3,,"Studio 4
George corner, Leesmouth",M0W 7GQ,75055174140055483,349052846249,5,-7,"Studio 4
George corner, Leesmouth",M0W 7GQ,752,671393510958,5,10,10
1,,"509 Brown island, Lake Bryantown",HU1N 5ZA,99293466272809893,928340825114,5,5,"509 Brown island, Lake Bryantown",HU1N 5ZA,915,557075648226,5,82,82
5,,"Flat 6
Georgina courts, Jamietown",N80 2JF,54447727639662413,550072855069,1,-7,"Flat 6
Georgina courts, Jamietown",N80 2JF,558,247993139043,1,30,30
5,,"21 Nicole curve, Sandraport",DL4H 0UP,52346588393405792,904350424295,2,3,"21 Nicole curve, Sandraport",DL4H 0UP,518,561196909471,2,34,34
5,,"Studio 63
Timothy branch, New Dianechester",RG5 1FE,90567860197584683,677655583710,3,2,"Studio 63
Timothy branch, New Dianechester",RG5 1FE,672,455116416996,3,3,3
3,,"69 Pratt ridge, South Cheryl",EN04 3EH,16233777499336320,804222290107,2,-9,"69 Pratt ridge, South Cheryl",EN04 3EH,470,496627902486,2,88,88
-9,,"203 Denis islands, West Margaret",L42 1TH,79889038910794381,363755756639,2,-9,"203 Denis islands, West Margaret",L42 1TH,195,838730390735,2,70,70
-9,,"Studio 56
Daniel pines, Griffinmouth",DN2A 2JL,37611884920995174,513510059608,2,5,"Studio 56
Daniel pines, Griffinmouth",DN2A 2JL,686,761491654971,2,92,92
4,,"Flat 62
Harris alley, Wilsontown",HG40 1TD,95880513539439383,807089399437,2,1,"Flat 62
Harris alley, Wilsontown",HG40 1TD,188,926476129522,2,63,63
4,,"99 Poole center, Carolefurt",M8 5AP,83345944134917601,862788612753,2,2,"99 Poole center, Carolefurt",M8 5AP,162,859889352785,2,88,88
-3,,"Flat 5
Singh street, Blackside",M3 3FG,80646781562324622,767687807448,3,4,"Flat 5
Singh street, Blackside",M3 3FG,197,612845237454,3,1,1
5,,"80 Lee extensions, East Graceberg",KA5 1FP,93586207226951470,197997675855,2,4,"80 Lee extensions, East Graceberg",KA5 1FP,163,773835774929,2,92,92
-3,,"99 Berry circle, Begummouth",N0C 5WW,25510269658039001,66873956887,2,3,"99 Berry circle, Begummouth",N0C 5WW,319,942030728564,2,76,76
4,,"Flat 98t
Harris rapid, East Junestad",SE55 6XA,82453720839496339,822561528083,2,3,"Flat 98t
Harris rapid, East Junestad",SE55 6XA,367,320738802212,2,21,21
-3,,"66 Black hill, North Jessicachester",PO87 2ZW,71698323654288139,185069970322,2,3,"66 Black hill, North Jessicachester",PO87 2ZW,228,164732494943,2,80,80
5,,"4 Wright tunnel, Lake Joannehaven",B75 6DU,23545255816503309,954952218502,1,3,"4 Wright tunnel, Lake Joannehaven",B75 6DU,221,529452253525,1,41,41
3,,"3 Philip falls, South Jodiebury",AB79 8YU,51226004726919232,420098399257,2,2,"3 Philip falls, South Jodiebury",AB79 8YU,133,563107618933,2,74,74
-9,,"Studio 7
Glen bypass, Staceyside",-9,83290500213303967,279191964986,2,5,"Studio 04
Christian grove, New Malcolmbury",NP6 2LR,683,881742388499,2,28,28
2,,"Studio 92
Edwards court, New Julianberg",SL5A 1SA,78715127643265325,595382155134,4,2,"Studio 92
Edwards court, New Julianberg",SL5A 1SA,652,768514507616,4,8,8
6,,"99 Elizabeth knoll, East Phillipfurt",BD84 7SE,35415694265950322,221292604480,4,-7,"99 Elizabeth knoll, East Phillipfurt",BD84 7SE,813,125749542149,4,77,77
5,,"32 Lisa drives, Stonehaven",S6 9FP,78732933612861407,631650540446,2,3,"32 Lisa drives, Stonehaven",S6 9FP,465,797546652271,2,85,85
